activity_id,activity_name,city,country,category,price_aud,rating,suitable_for,duration_hours
AC-JFK-009,New York Kayak & Coastline Tour,New York,United States,water,205,4.9,active travellers,3.6
AC-JFK-010,New York Countryside Day Trip,New York,United States,day trip,225,4.9,everyone,9
AC-JFK-011,Wine & Vineyard Tour near New York,New York,United States,day trip,484,4.4,adults,6.2
AC-JFK-012,New York Hidden Villages Small-Group Tour,New York,United States,day trip,225,3.6,small groups,7.1
AC-JFK-013,New York Mountain Hike & Viewpoints,New York,United States,adventure,184,4.4,active travellers,7.6
AC-JFK-014,New York Bike Tour,New York,United States,adventure,84,4,"active travellers, families",3.7
AC-JFK-015,New York Zipline & Ropes Adventure,New York,United States,adventure,149,4.4,adventure seekers,2.1
AC-JFK-016,New York Rooftop Bar Crawl,New York,United States,nightlife,169,4,"adults, groups",3.4
AC-JFK-017,New York Live Music & Dinner Evening,New York,United States,nightlife,273,4.1,"couples, adults",3.1
AC-JFK-018,New York Craft & Artisan Workshop,New York,United States,class,189,3.7,everyone,2.5
AC-JFK-019,New York Language & Culture Crash Course,New York,United States,class,88,4.7,solo travellers,2.2
AC-JFK-020,New York Wellness & Spa Half-Day,New York,United States,wellness,178,4.1,couples,3.7
AC-JFK-021,New York Sunrise Yoga Session,New York,United States,wellness,98,3.8,everyone,1.9
AC-JFK-022,New York Hop-On Hop-Off Bus Pass,New York,United States,sightseeing,90,4.9,"families, everyone",6.5
AC-JFK-023,New York River & Canal Cruise,New York,United States,sightseeing,64,4.3,everyone,1.8
AC-JFK-024,New York Observation Deck Skip-the-Line,New York,United States,sightseeing,101,4.3,families,1.6
AC-JFK-025,New York Street Food Walking Tour — Premium Edition,New York,United States,food & drink,183,3.8,"couples, foodies",2.6
AC-JFK-026,New York Cooking Class with Local Chef — Morning Edition,New York,United States,food & drink,260,4.3,"couples, families",3.3
AC-JFK-027,New York Night Market & Tapas Crawl — Premium Edition,New York,United States,food & drink,82,3.8,"adults, groups",3.5
AC-JFK-028,Historic New York City Walking Tour — Afternoon Edition,New York,United States,culture,82,4.9,everyone,3.3
AC-JFK-029,New York Museum & Gallery Pass — Small Group Edition,New York,United States,culture,47,4.9,everyone,3.3
AC-JFK-030,New York Old Town Photography Tour — Afternoon Edition,New York,United States,culture,104,3.5,"couples, solo travellers",2.8
AC-JFK-031,New York Sunset Cruise — Premium Edition,New York,United States,water,109,3.9,"couples, families",2.2
AC-JFK-032,Snorkelling Day Trip from New York — Small Group Edition,New York,United States,water,290,3.9,"families, adventure seekers",6.3
AC-JFK-033,New York Kayak & Coastline Tour — Private Edition,New York,United States,water,161,3.5,active travellers,3.6
AC-JFK-034,New York Countryside Day Trip — Afternoon Edition,New York,United States,day trip,174,4.3,everyone,9.4
AC-JFK-035,Wine & Vineyard Tour near New York — Small Group Edition,New York,United States,day trip,422,4.5,adults,7.9
AC-JFK-036,New York Hidden Villages Small-Group Tour — Premium Edition,New York,United States,day trip,231,4.2,small groups,7.7
AC-JFK-037,New York Mountain Hike & Viewpoints — Morning Edition,New York,United States,adventure,138,3.5,active travellers,6
AC-JFK-038,New York Bike Tour — Private Edition,New York,United States,adventure,99,4.5,"active travellers, families",3.1
AC-JFK-039,New York Zipline & Ropes Adventure — Premium Edition,New York,United States,adventure,191,3.5,adventure seekers,2.8
AC-JFK-040,New York Rooftop Bar Crawl — Afternoon Edition,New York,United States,nightlife,198,4.2,"adults, groups",3.9
AC-JFK-041,New York Live Music & Dinner Evening — Evening Edition,New York,United States,nightlife,146,4,"couples, adults",3.1
AC-JFK-042,New York Craft & Artisan Workshop — Premium Edition,New York,United States,class,172,4.4,everyone,2.9
AC-JFK-043,New York Language & Culture Crash Course — Private Edition,New York,United States,class,109,3.8,solo travellers,2.2
AC-LAX-001,Los Angeles Street Food Walking Tour,Los Angeles,United States,food & drink,122,3.5,"couples, foodies",4
AC-LAX-002,Los Angeles Cooking Class with Local Chef,Los Angeles,United States,food & drink,228,3.9,"couples, families",3.3
AC-LAX-003,Los Angeles Night Market & Tapas Crawl,Los Angeles,United States,food & drink,148,5,"adults, groups",3.6
AC-LAX-004,Historic Los Angeles City Walking Tour,Los Angeles,United States,culture,87,4.1,everyone,2.3
AC-LAX-005,Los Angeles Museum & Gallery Pass,Los Angeles,United States,culture,46,4.2,everyone,3.7
AC-LAX-006,Los Angeles Old Town Photography Tour,Los Angeles,United States,culture,94,3.9,"couples, solo travellers",2.5
AC-LAX-007,Los Angeles Sunset Cruise,Los Angeles,United States,water,199,4.4,"couples, families",2.1
AC-LAX-008,Snorkelling Day Trip from Los Angeles,Los Angeles,United States,water,300,3.5,"families, adventure seekers",6.1
AC-LAX-009,Los Angeles Kayak & Coastline Tour,Los Angeles,United States,water,174,3.5,active travellers,3.2
AC-LAX-010,Los Angeles Countryside Day Trip,Los Angeles,United States,day trip,165,3.6,everyone,9.1
AC-LAX-011,Wine & Vineyard Tour near Los Angeles,Los Angeles,United States,day trip,307,4.8,adults,7.9
AC-LAX-012,Los Angeles Hidden Villages Small-Group Tour,Los Angeles,United States,day trip,213,4.1,small groups,8.9
AC-LAX-013,Los Angeles Mountain Hike & Viewpoints,Los Angeles,United States,adventure,140,5,active travellers,6.5
AC-LAX-014,Los Angeles Bike Tour,Los Angeles,United States,adventure,115,4.4,"active travellers, families",3.8
AC-LAX-015,Los Angeles Zipline & Ropes Adventure,Los Angeles,United States,adventure,147,4.3,adventure seekers,2
AC-LAX-016,Los Angeles Rooftop Bar Crawl,Los Angeles,United States,nightlife,104,4.2,"adults, groups",3.2
AC-LAX-017,Los Angeles Live Music & Dinner Evening,Los Angeles,United States,nightlife,304,3.7,"couples, adults",3.4
AC-LAX-018,Los Angeles Craft & Artisan Workshop,Los Angeles,United States,class,171,4.2,everyone,2.8
AC-LAX-019,Los Angeles Language & Culture Crash Course,Los Angeles,United States,class,70,4.1,solo travellers,2.4
AC-LAX-020,Los Angeles Wellness & Spa Half-Day,Los Angeles,United States,wellness,286,3.7,couples,3.9
AC-LAX-021,Los Angeles Sunrise Yoga Session,Los Angeles,United States,wellness,62,4.8,everyone,1.2
AC-LAX-022,Los Angeles Hop-On Hop-Off Bus Pass,Los Angeles,United States,sightseeing,74,4.8,"families, everyone",5.5
AC-LAX-023,Los Angeles River & Canal Cruise,Los Angeles,United States,sightseeing,104,4.3,everyone,1
AC-LAX-024,Los Angeles Observation Deck Skip-the-Line,Los Angeles,United States,sightseeing,106,4,families,1.9
AC-LAX-025,Los Angeles Street Food Walking Tour — Premium Edition,Los Angeles,United States,food & drink,90,4.5,"couples, foodies",2.7
AC-LAX-026,Los Angeles Cooking Class with Local Chef — Morning Edition,Los Angeles,United States,food & drink,199,3.6,"couples, families",3.8
AC-LAX-027,Los Angeles Night Market & Tapas Crawl — Private Edition,Los Angeles,United States,food & drink,139,3.5,"adults, groups",3.8
AC-LAX-028,Historic Los Angeles City Walking Tour — Afternoon Edition,Los Angeles,United States,culture,90,4.2,everyone,3.4
AC-LAX-029,Los Angeles Museum & Gallery Pass — Private Edition,Los Angeles,United States,culture,108,5,everyone,3.5
AC-LAX-030,Los Angeles Old Town Photography Tour — Evening Edition,Los Angeles,United States,culture,141,4.9,"couples, solo travellers",2.6
AC-LAX-031,Los Angeles Sunset Cruise — Small Group Edition,Los Angeles,United States,water,273,4.7,"couples, families",2.4
AC-LAX-032,Snorkelling Day Trip from Los Angeles — Evening Edition,Los Angeles,United States,water,269,3.6,"families, adventure seekers",6.4
AC-LAX-033,Los Angeles Kayak & Coastline Tour — Afternoon Edition,Los Angeles,United States,water,157,3.7,active travellers,4
AC-LAX-034,Los Angeles Countryside Day Trip — Small Group Edition,Los Angeles,United States,day trip,223,4.4,everyone,8.6
AC-LAX-035,Wine & Vineyard Tour near Los Angeles — Private Edition,Los Angeles,United States,day trip,371,4.8,adults,7.8
AC-LAX-036,Los Angeles Hidden Villages Small-Group Tour — Private Edition,Los Angeles,United States,day trip,283,4,small groups,7.4
AC-LAX-037,Los Angeles Mountain Hike & Viewpoints — Small Group Edition,Los Angeles,United States,adventure,85,4.8,active travellers,6.2
AC-LAX-038,Los Angeles Bike Tour — Evening Edition,Los Angeles,United States,adventure,129,4.8,"active travellers, families",3.2
AC-SFO-001,San Francisco Street Food Walking Tour,San Francisco,United States,food & drink,71,4.2,"couples, foodies",3.5
AC-SFO-002,San Francisco Cooking Class with Local Chef,San Francisco,United States,food & drink,206,5,"couples, families",3.2
AC-SFO-003,San Francisco Night Market & Tapas Crawl,San Francisco,United States,food & drink,87,4.8,"adults, groups",3.9
AC-SFO-004,Historic San Francisco City Walking Tour,San Francisco,United States,culture,62,3.9,everyone,2.9
AC-SFO-005,San Francisco Museum & Gallery Pass,San Francisco,United States,culture,81,4.4,everyone,4.2
AC-SFO-006,San Francisco Old Town Photography Tour,San Francisco,United States,culture,107,3.7,"couples, solo travellers",3.2
AC-SFO-007,San Francisco Sunset Cruise,San Francisco,United States,water,123,3.9,"couples, families",2.2
AC-SFO-008,Snorkelling Day Trip from San Francisco,San Francisco,United States,water,281,4.3,"families, adventure seekers",6.2
AC-SFO-009,San Francisco Kayak & Coastline Tour,San Francisco,United States,water,212,3.5,active travellers,3.3
AC-SFO-010,San Francisco Countryside Day Trip,San Francisco,United States,day trip,216,4.1,everyone,8.3
AC-SFO-011,Wine & Vineyard Tour near San Francisco,San Francisco,United States,day trip,278,4.4,adults,7.9
AC-SFO-012,San Francisco Hidden Villages Small-Group Tour,San Francisco,United States,day trip,240,4.9,small groups,8.6
AC-SFO-013,San Francisco Mountain Hike & Viewpoints,San Francisco,United States,adventure,218,4.1,active travellers,5.4
AC-SFO-014,San Francisco Bike Tour,San Francisco,United States,adventure,158,3.5,"active travellers, families",3.5
AC-SFO-015,San Francisco Zipline & Ropes Adventure,San Francisco,United States,adventure,173,4.9,adventure seekers,2.8
AC-SFO-016,San Francisco Rooftop Bar Crawl,San Francisco,United States,nightlife,149,4,"adults, groups",3.6
AC-SFO-017,San Francisco Live Music & Dinner Evening,San Francisco,United States,nightlife,180,3.8,"couples, adults",3.7
AC-SFO-018,San Francisco Craft & Artisan Workshop,San Francisco,United States,class,161,3.6,everyone,3
AC-SFO-019,San Francisco Language & Culture Crash Course,San Francisco,United States,class,135,3.8,solo travellers,2
AC-SFO-020,San Francisco Wellness & Spa Half-Day,San Francisco,United States,wellness,336,4.2,couples,4.1
AC-SFO-021,San Francisco Sunrise Yoga Session,San Francisco,United States,wellness,77,4.8,everyone,1.3
AC-SFO-022,San Francisco Hop-On Hop-Off Bus Pass,San Francisco,United States,sightseeing,65,4.8,"families, everyone",4.5
AC-SFO-023,San Francisco River & Canal Cruise,San Francisco,United States,sightseeing,107,3.6,everyone,1.9
AC-SFO-024,San Francisco Observation Deck Skip-the-Line,San Francisco,United States,sightseeing,54,4,families,1.2
AC-SFO-025,San Francisco Street Food Walking Tour — Morning Edition,San Francisco,United States,food & drink,105,4.9,"couples, foodies",3.6
AC-SFO-026,San Francisco Cooking Class with Local Chef — Evening Edition,San Francisco,United States,food & drink,213,4.1,"couples, families",3.8
AC-SFO-027,San Francisco Night Market & Tapas Crawl — Evening Edition,San Francisco,United States,food & drink,78,4.5,"adults, groups",3.4
AC-SFO-028,Historic San Francisco City Walking Tour — Evening Edition,San Francisco,United States,culture,38,3.7,everyone,2.6
AC-SFO-029,San Francisco Museum & Gallery Pass — Morning Edition,San Francisco,United States,culture,111,4.3,everyone,3.8
AC-SFO-030,San Francisco Old Town Photography Tour — Afternoon Edition,San Francisco,United States,culture,150,3.7,"couples, solo travellers",2.7
AC-SFO-031,San Francisco Sunset Cruise — Afternoon Edition,San Francisco,United States,water,167,4.3,"couples, families",2.4
AC-SFO-032,Snorkelling Day Trip from San Francisco — Evening Edition,San Francisco,United States,water,321,3.4,"families, adventure seekers",6.7
AC-SFO-033,San Francisco Kayak & Coastline Tour — Private Edition,San Francisco,United States,water,126,3.5,active travellers,3.5
AC-SFO-034,San Francisco Countryside Day Trip — Afternoon Edition,San Francisco,United States,day trip,302,4,everyone,9.7
AC-SFO-035,Wine & Vineyard Tour near San Francisco — Small Group Edition,San Francisco,United States,day trip,206,4.5,adults,7
AC-SFO-036,San Francisco Hidden Villages Small-Group Tour — Evening Edition,San Francisco,United States,day trip,240,4.9,small groups,8.7
AC-SFO-037,San Francisco Mountain Hike & Viewpoints — Premium Edition,San Francisco,United States,adventure,165,4.6,active travellers,4.2
AC-SFO-038,San Francisco Bike Tour — Morning Edition,San Francisco,United States,adventure,137,4.3,"active travellers, families",3.6
AC-SFO-039,San Francisco Zipline & Ropes Adventure — Afternoon Edition,San Francisco,United States,adventure,188,3.9,adventure seekers,3.5
AC-SFO-040,San Francisco Rooftop Bar Crawl — Afternoon Edition,San Francisco,United States,nightlife,191,4.2,"adults, groups",3.9
AC-SFO-041,San Francisco Live Music & Dinner Evening — Morning Edition,San Francisco,United States,nightlife,174,3.9,"couples, adults",3.3
AC-SFO-042,San Francisco Craft & Artisan Workshop — Private Edition,San Francisco,United States,class,209,4.2,everyone,2.1
AC-HNL-001,Honolulu Street Food Walking Tour,Honolulu,United States,food & drink,81,3.7,"couples, foodies",2.9
AC-HNL-002,Honolulu Cooking Class with Local Chef,Honolulu,United States,food & drink,186,3.4,"couples, families",3.9
AC-HNL-003,Honolulu Night Market & Tapas Crawl,Honolulu,United States,food & drink,68,4.1,"adults, groups",3.4
AC-HNL-004,Historic Honolulu City Walking Tour,Honolulu,United States,culture,57,3.5,everyone,3.5
AC-HNL-005,Honolulu Museum & Gallery Pass,Honolulu,United States,culture,122,4.2,everyone,4
AC-HNL-006,Honolulu Old Town Photography Tour,Honolulu,United States,culture,130,3.9,"couples, solo travellers",3.5
AC-HNL-007,Honolulu Sunset Cruise,Honolulu,United States,water,234,4.8,"couples, families",2.7
AC-HNL-008,Snorkelling Day Trip from Honolulu,Honolulu,United States,water,181,3.8,"families, adventure seekers",7.1
AC-HNL-009,Honolulu Kayak & Coastline Tour,Honolulu,United States,water,147,3.7,active travellers,3.4
AC-HNL-010,Honolulu Countryside Day Trip,Honolulu,United States,day trip,311,4.1,everyone,9.4
AC-HNL-011,Wine & Vineyard Tour near Honolulu,Honolulu,United States,day trip,350,4.1,adults,8
AC-HNL-012,Honolulu Hidden Villages Small-Group Tour,Honolulu,United States,day trip,275,4.4,small groups,8.6
AC-HNL-013,Honolulu Mountain Hike & Viewpoints,Honolulu,United States,adventure,96,4.1,active travellers,4.1
AC-HNL-014,Honolulu Bike Tour,Honolulu,United States,adventure,140,4.6,"active travellers, families",3.1
AC-HNL-015,Honolulu Zipline & Ropes Adventure,Honolulu,United States,adventure,205,4.1,adventure seekers,2.4
AC-HNL-016,Honolulu Rooftop Bar Crawl,Honolulu,United States,nightlife,99,3.9,"adults, groups",4
AC-HNL-017,Honolulu Live Music & Dinner Evening,Honolulu,United States,nightlife,270,3.5,"couples, adults",3.8
AC-HNL-018,Honolulu Craft & Artisan Workshop,Honolulu,United States,class,140,4.6,everyone,2.4
AC-HNL-019,Honolulu Language & Culture Crash Course,Honolulu,United States,class,84,4.2,solo travellers,2.9
AC-HNL-020,Honolulu Wellness & Spa Half-Day,Honolulu,United States,wellness,166,4.4,couples,3.7
AC-HNL-021,Honolulu Sunrise Yoga Session,Honolulu,United States,wellness,42,4.1,everyone,1.3
AC-HNL-022,Honolulu Hop-On Hop-Off Bus Pass,Honolulu,United States,sightseeing,59,4.7,"families, everyone",6.5
AC-HNL-023,Honolulu River & Canal Cruise,Honolulu,United States,sightseeing,49,4.8,everyone,1.4
AC-HNL-024,Honolulu Observation Deck Skip-the-Line,Honolulu,United States,sightseeing,53,3.7,families,1.2
AC-HNL-025,Honolulu Street Food Walking Tour — Small Group Edition,Honolulu,United States,food & drink,158,4.7,"couples, foodies",3.4
AC-HNL-026,Honolulu Cooking Class with Local Chef — Afternoon Edition,Honolulu,United States,food & drink,198,4.1,"couples, families",3.2
AC-HNL-027,Honolulu Night Market & Tapas Crawl — Private Edition,Honolulu,United States,food & drink,126,3.6,"adults, groups",3.7
AC-HNL-028,Historic Honolulu City Walking Tour — Premium Edition,Honolulu,United States,culture,81,3.9,everyone,3.3
AC-HNL-029,Honolulu Museum & Gallery Pass — Afternoon Edition,Honolulu,United States,culture,116,4.9,everyone,6
AC-HNL-030,Honolulu Old Town Photography Tour — Premium Edition,Honolulu,United States,culture,104,4.2,"couples, solo travellers",2.8
AC-HNL-031,Honolulu Sunset Cruise — Morning Edition,Honolulu,United States,water,236,3.8,"couples, families",3
AC-HNL-032,Snorkelling Day Trip from Honolulu — Premium Edition,Honolulu,United States,water,146,4.5,"families, adventure seekers",6.4
AC-HNL-033,Honolulu Kayak & Coastline Tour — Afternoon Edition,Honolulu,United States,water,126,4.3,active travellers,3.2
AC-HNL-034,Honolulu Countryside Day Trip — Premium Edition,Honolulu,United States,day trip,340,4.3,everyone,8.8
AC-YVR-001,Vancouver Street Food Walking Tour,Vancouver,Canada,food & drink,61,5,"couples, foodies",2.6
AC-YVR-002,Vancouver Cooking Class with Local Chef,Vancouver,Canada,food & drink,118,3.9,"couples, families",3
AC-YVR-003,Vancouver Night Market & Tapas Crawl,Vancouver,Canada,food & drink,134,3.8,"adults, groups",3.7
AC-YVR-004,Historic Vancouver City Walking Tour,Vancouver,Canada,culture,65,3.8,everyone,3.3
AC-YVR-005,Vancouver Museum & Gallery Pass,Vancouver,Canada,culture,95,3.4,everyone,4.7
AC-YVR-006,Vancouver Old Town Photography Tour,Vancouver,Canada,culture,135,3.6,"couples, solo travellers",3.2
AC-YVR-007,Vancouver Sunset Cruise,Vancouver,Canada,water,199,4.9,"couples, families",2.2
AC-YVR-008,Snorkelling Day Trip from Vancouver,Vancouver,Canada,water,234,3.5,"families, adventure seekers",7.2
AC-YVR-009,Vancouver Kayak & Coastline Tour,Vancouver,Canada,water,158,5,active travellers,3.8
AC-YVR-010,Vancouver Countryside Day Trip,Vancouver,Canada,day trip,250,3.6,everyone,8.2
AC-YVR-011,Wine & Vineyard Tour near Vancouver,Vancouver,Canada,day trip,229,3.5,adults,6.6
AC-YVR-012,Vancouver Hidden Villages Small-Group Tour,Vancouver,Canada,day trip,131,4.9,small groups,7.2
AC-YVR-013,Vancouver Mountain Hike & Viewpoints,Vancouver,Canada,adventure,95,3.8,active travellers,6.3
AC-YVR-014,Vancouver Bike Tour,Vancouver,Canada,adventure,88,4.1,"active travellers, families",3.9
AC-YVR-015,Vancouver Zipline & Ropes Adventure,Vancouver,Canada,adventure,125,4.6,adventure seekers,3.7
AC-YVR-016,Vancouver Rooftop Bar Crawl,Vancouver,Canada,nightlife,128,4.6,"adults, groups",3.3
AC-YVR-017,Vancouver Live Music & Dinner Evening,Vancouver,Canada,nightlife,166,4,"couples, adults",3.4
AC-YVR-018,Vancouver Craft & Artisan Workshop,Vancouver,Canada,class,140,4.6,everyone,2.8
AC-YVR-019,Vancouver Language & Culture Crash Course,Vancouver,Canada,class,85,3.4,solo travellers,2.5
AC-YVR-020,Vancouver Wellness & Spa Half-Day,Vancouver,Canada,wellness,191,4.9,couples,4.6
AC-YVR-021,Vancouver Sunrise Yoga Session,Vancouver,Canada,wellness,64,4.2,everyone,1.9
AC-YVR-022,Vancouver Hop-On Hop-Off Bus Pass,Vancouver,Canada,sightseeing,64,4,"families, everyone",5.1
AC-YVR-023,Vancouver River & Canal Cruise,Vancouver,Canada,sightseeing,103,3.8,everyone,2.1
AC-YVR-024,Vancouver Observation Deck Skip-the-Line,Vancouver,Canada,sightseeing,60,4.8,families,1.3
AC-YVR-025,Vancouver Street Food Walking Tour — Private Edition,Vancouver,Canada,food & drink,81,4,"couples, foodies",3.1
AC-YVR-026,Vancouver Cooking Class with Local Chef — Premium Edition,Vancouver,Canada,food & drink,154,4.7,"couples, families",4
AC-YVR-027,Vancouver Night Market & Tapas Crawl — Private Edition,Vancouver,Canada,food & drink,103,4,"adults, groups",3.8
AC-YVR-028,Historic Vancouver City Walking Tour — Small Group Edition,Vancouver,Canada,culture,44,4.4,everyone,3.4
AC-YVR-029,Vancouver Museum & Gallery Pass — Evening Edition,Vancouver,Canada,culture,98,3.7,everyone,3.1
AC-YVR-030,Vancouver Old Town Photography Tour — Small Group Edition,Vancouver,Canada,culture,119,4,"couples, solo travellers",3.4
AC-YVR-031,Vancouver Sunset Cruise — Afternoon Edition,Vancouver,Canada,water,231,3.7,"couples, families",2.6
AC-YVR-032,Snorkelling Day Trip from Vancouver — Morning Edition,Vancouver,Canada,water,181,4.5,"families, adventure seekers",7.6
AC-YVR-033,Vancouver Kayak & Coastline Tour — Evening Edition,Vancouver,Canada,water,111,4.8,active travellers,3.1
AC-YVR-034,Vancouver Countryside Day Trip — Small Group Edition,Vancouver,Canada,day trip,251,3.6,everyone,8.1
AC-YVR-035,Wine & Vineyard Tour near Vancouver — Afternoon Edition,Vancouver,Canada,day trip,211,4.1,adults,7.4
AC-YVR-036,Vancouver Hidden Villages Small-Group Tour — Premium Edition,Vancouver,Canada,day trip,256,4.3,small groups,7.9
AC-YVR-037,Vancouver Mountain Hike & Viewpoints — Small Group Edition,Vancouver,Canada,adventure,196,4.9,active travellers,5.5
AC-YVR-038,Vancouver Bike Tour — Private Edition,Vancouver,Canada,adventure,128,3.5,"active travellers, families",3.2
AC-YVR-039,Vancouver Zipline & Ropes Adventure — Small Group Edition,Vancouver,Canada,adventure,228,4.3,adventure seekers,2.9
AC-MEX-001,Mexico City Street Food Walking Tour,Mexico City,Mexico,food & drink,66,4.5,"couples, foodies",2.7
AC-MEX-002,Mexico City Cooking Class with Local Chef,Mexico City,Mexico,food & drink,79,4.3,"couples, families",3.9
AC-MEX-003,Mexico City Night Market & Tapas Crawl,Mexico City,Mexico,food & drink,36,4.4,"adults, groups",3.3
AC-MEX-004,Historic Mexico City City Walking Tour,Mexico City,Mexico,culture,28,4,everyone,2.1
AC-MEX-005,Mexico City Museum & Gallery Pass,Mexico City,Mexico,culture,38,4.9,everyone,3.1
AC-MEX-006,Mexico City Old Town Photography Tour,Mexico City,Mexico,culture,73,4.6,"couples, solo travellers",2.4
AC-MEX-007,Mexico City Sunset Cruise,Mexico City,Mexico,water,60,4.4,"couples, families",2.9
AC-MEX-008,Snorkelling Day Trip from Mexico City,Mexico City,Mexico,water,141,4,"families, adventure seekers",7.5
AC-MEX-009,Mexico City Kayak & Coastline Tour,Mexico City,Mexico,water,48,4.2,active travellers,3.3
AC-MEX-010,Mexico City Countryside Day Trip,Mexico City,Mexico,day trip,158,4.2,everyone,8.6
AC-MEX-011,Wine & Vineyard Tour near Mexico City,Mexico City,Mexico,day trip,102,3.9,adults,7.1
AC-MEX-012,Mexico City Hidden Villages Small-Group Tour,Mexico City,Mexico,day trip,97,4.7,small groups,7.6
AC-MEX-013,Mexico City Mountain Hike & Viewpoints,Mexico City,Mexico,adventure,104,4.5,active travellers,7.1
AC-MEX-014,Mexico City Bike Tour,Mexico City,Mexico,adventure,36,4.5,"active travellers, families",3.2
AC-MEX-015,Mexico City Zipline & Ropes Adventure,Mexico City,Mexico,adventure,108,3.4,adventure seekers,2.4
AC-MEX-016,Mexico City Rooftop Bar Crawl,Mexico City,Mexico,nightlife,65,4.4,"adults, groups",3.8
AC-MEX-017,Mexico City Live Music & Dinner Evening,Mexico City,Mexico,nightlife,118,4.6,"couples, adults",3.3
AC-MEX-018,Mexico City Craft & Artisan Workshop,Mexico City,Mexico,class,96,3.8,everyone,2.3
AC-MEX-019,Mexico City Language & Culture Crash Course,Mexico City,Mexico,class,62,4.1,solo travellers,2.7
AC-MEX-020,Mexico City Wellness & Spa Half-Day,Mexico City,Mexico,wellness,89,4.5,couples,3.5
AC-MEX-021,Mexico City Sunrise Yoga Session,Mexico City,Mexico,wellness,34,3.5,everyone,1.9
AC-MEX-022,Mexico City Hop-On Hop-Off Bus Pass,Mexico City,Mexico,sightseeing,44,3.8,"families, everyone",5.6
AC-MEX-023,Mexico City River & Canal Cruise,Mexico City,Mexico,sightseeing,62,3.8,everyone,1.5
AC-MEX-024,Mexico City Observation Deck Skip-the-Line,Mexico City,Mexico,sightseeing,26,3.8,families,1.9
AC-MEX-025,Mexico City Street Food Walking Tour — Small Group Edition,Mexico City,Mexico,food & drink,83,4.7,"couples, foodies",2.7
AC-MEX-026,Mexico City Cooking Class with Local Chef — Premium Edition,Mexico City,Mexico,food & drink,105,4.5,"couples, families",3.3
AC-MEX-027,Mexico City Night Market & Tapas Crawl — Evening Edition,Mexico City,Mexico,food & drink,47,5,"adults, groups",3.6
AC-MEX-028,Historic Mexico City City Walking Tour — Afternoon Edition,Mexico City,Mexico,culture,33,3.7,everyone,2.8
AC-MEX-029,Mexico City Museum & Gallery Pass — Afternoon Edition,Mexico City,Mexico,culture,50,4.1,everyone,3.9
AC-MEX-030,Mexico City Old Town Photography Tour — Small Group Edition,Mexico City,Mexico,culture,89,4.1,"couples, solo travellers",3.4
AC-MEX-031,Mexico City Sunset Cruise — Premium Edition,Mexico City,Mexico,water,57,3.8,"couples, families",2.9
AC-MEX-032,Snorkelling Day Trip from Mexico City — Small Group Edition,Mexico City,Mexico,water,98,3.8,"families, adventure seekers",7.8
AC-MEX-033,Mexico City Kayak & Coastline Tour — Premium Edition,Mexico City,Mexico,water,99,3.9,active travellers,3.9
AC-MEX-034,Mexico City Countryside Day Trip — Private Edition,Mexico City,Mexico,day trip,186,4.5,everyone,9.7
AC-MEX-035,Wine & Vineyard Tour near Mexico City — Afternoon Edition,Mexico City,Mexico,day trip,160,3.7,adults,6.4
AC-MEX-036,Mexico City Hidden Villages Small-Group Tour — Evening Edition,Mexico City,Mexico,day trip,182,4.9,small groups,7.3
AC-MEX-037,Mexico City Mountain Hike & Viewpoints — Morning Edition,Mexico City,Mexico,adventure,49,3.6,active travellers,7.2
AC-MEX-038,Mexico City Bike Tour — Small Group Edition,Mexico City,Mexico,adventure,53,3.6,"active travellers, families",3.7
AC-MEX-039,Mexico City Zipline & Ropes Adventure — Premium Edition,Mexico City,Mexico,adventure,90,3.4,adventure seekers,3.7
AC-MEX-040,Mexico City Rooftop Bar Crawl — Premium Edition,Mexico City,Mexico,nightlife,82,3.8,"adults, groups",3.7
AC-MEX-041,Mexico City Live Music & Dinner Evening — Afternoon Edition,Mexico City,Mexico,nightlife,106,4.1,"couples, adults",3.6
AC-MEX-042,Mexico City Craft & Artisan Workshop — Evening Edition,Mexico City,Mexico,class,75,4.7,everyone,2.1
AC-MEX-043,Mexico City Language & Culture Crash Course — Small Group Edition,Mexico City,Mexico,class,31,3.7,solo travellers,2.9
AC-CUN-001,Cancun Street Food Walking Tour,Cancun,Mexico,food & drink,79,4.6,"couples, foodies",2.7
AC-CUN-002,Cancun Cooking Class with Local Chef,Cancun,Mexico,food & drink,88,3.5,"couples, families",3.8
AC-CUN-003,Cancun Night Market & Tapas Crawl,Cancun,Mexico,food & drink,60,3.7,"adults, groups",3.5
AC-CUN-004,Historic Cancun City Walking Tour,Cancun,Mexico,culture,22,4.8,everyone,2.9
AC-CUN-005,Cancun Museum & Gallery Pass,Cancun,Mexico,culture,27,5,everyone,4.4
AC-CUN-006,Cancun Old Town Photography Tour,Cancun,Mexico,culture,108,4.2,"couples, solo travellers",3.8
AC-CUN-007,Cancun Sunset Cruise,Cancun,Mexico,water,145,3.6,"couples, families",2.1
AC-CUN-008,Snorkelling Day Trip from Cancun,Cancun,Mexico,water,100,3.9,"families, adventure seekers",7.4
AC-CUN-009,Cancun Kayak & Coastline Tour,Cancun,Mexico,water,118,4.3,active travellers,3
AC-CUN-010,Cancun Countryside Day Trip,Cancun,Mexico,day trip,120,3.6,everyone,8.2
AC-CUN-011,Wine & Vineyard Tour near Cancun,Cancun,Mexico,day trip,217,3.8,adults,7.8
